0,750,750,1200,0,0,0,0,0,0,0,0,0,0
750,0,0,0,0,0,0,3000,0,0,0,0,0,0
750,0,0,0,0,1500,0,0,0,0,0,0,0,0
1200,0,0,0,600,0,0,0,0,0,3000,0,0,0
0,0,0,600,0,750,600,0,0,0,0,0,0,0
0,0,1500,0,750,0,0,0,1500,0,0,0,3000,0
0,0,0,0,600,0,0,600,0,0,0,0,0,0
0,3000,0,0,0,0,600,0,0,600,0,0,0,0
0,0,0,0,0,1500,0,0,0,1050,0,0,0,0
0,0,0,0,0,0,0,600,1050,0,0,750,0,1200
0,0,0,3000,0,0,0,0,0,0,0,0,0,1200
0,0,0,0,0,0,0,0,0,750,0,0,1200,0
0,0,0,0,0,3000,0,0,0,0,0,1200,0,600
0,0,0,0,0,0,0,0,0,1200,1200,0,600,0
